order_id,session_id,user_id,order_ts,channel,device,device_id,ip_hash,shipping_pincode,city_tier,payment_method,coupon_id,gross_amount,discount_amount,shipping_amount,net_amount,promo_flag,order_status,item_count,total_qty,order_value,top_category,signup_date,segment,risk_profile,new_user_flag,payment_fail_count,rto_flag,refund_flag,refund_amount,discount_pct_check,high_discount_flag,cod_flag,order_hour,late_night_flag,payment_fail_flag,qty_outlier_flag,order_value_zscore,high_value_flag,device_user_count,device_reuse_flag,top_risk_reasons,signal_count,week_start,risk_band,recommended_action
O000000236,S000005472,U002875,2025-08-13 23:02:21,organic,web,D72a058b749,IPfef45c5963,577522.0,tier2,cod,NO_COUPON,3298.18,0.0,0.0,3298.18,0,placed,2,3,2368.56,Sports,2025-06-04,regular,normal,0,0,0.0,0.0,0.0,0.0,0,1,23,1,0,0,-0.4651550235933376,0,1,0,Cash on Delivery | Late Night Order,2.0,2025-08-11,Medium,Call Verification
O000000237,S000005519,U001495,2025-08-13 09:28:58,paid_social,mobile,D0c695791e7,IP08773011c3,575439.0,tier1,card,NO_COUPON,11987.23,0.0,0.0,11987.23,0,placed,3,5,6864.37,Electronics,2025-08-09,value,normal,1,1,0.0,0.0,0.0,0.0,0,0,9,0,0,0,0.9422623828066197,0,1,0,New User,1.0,2025-08-11,Low,Flag for Review
O000000238,S000005522,U002827,2025-08-13 07:15:36,search,web,D876816bd11,IP0c473e747c,577970.0,tier1,upi,NO_COUPON,3797.89,0.0,0.0,3797.89,0,placed,2,3,3568.89,Grocery,2025-06-15,regular,normal,0,1,0.0,0.0,0.0,0.0,0,0,7,0,0,0,-0.38421400562795327,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000239,S000005546,U000709,2025-08-13 16:12:59,search,web,D7467cc6bd0,IPef53402fa9,573828.0,tier2,card,NO_COUPON,1698.76,0.0,0.0,1698.76,0,placed,3,6,1158.76,Grocery,2025-06-27,premium,normal,0,0,0.0,0.0,0.0,0.0,0,0,16,0,0,0,-0.7242226487243034,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000240,S000005576,U002338,2025-08-13 10:01:02,organic,web,Dd3f07eaa62,IP5b0e0cebdb,000000,tier1,cod,NO_COUPON,7876.86,0.0,0.0,7876.86,0,placed,3,7,3218.96,Home,2025-05-28,value,normal,0,0,0.0,0.0,0.0,0.0,0,1,10,0,0,0,0.27648116567192804,0,1,0,Cash on Delivery,1.0,2025-08-11,Low,Flag for Review
O000000241,S000005587,U002410,2025-08-14 21:47:12,paid_social,web,Df881e9280e,IPf483a9a0ee,575614.0,tier1,upi,NO_COUPON,4638.19,0.0,0.0,4638.19,0,placed,3,8,1697.27,Beauty,2025-08-06,value,normal,0,0,0.0,0.0,0.0,0.0,0,0,21,0,0,0,-0.24810558795307697,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000242,S000005666,U001548,2025-08-14 04:34:53,email,mobile,Dd033aeefd5,IPbcb765d179,575139.0,tier3,card,NO_COUPON,1865.44,0.0,0.0,1865.44,0,placed,1,2,932.72,Home,2025-07-05,regular,normal,0,0,0.0,0.0,0.0,0.0,0,0,4,1,0,0,-0.6972244920444888,0,1,0,Late Night Order,1.0,2025-08-11,Low,Flag for Review
O000000243,S000005695,U002829,2025-08-14 02:07:08,organic,web,Defddd88ae2,IP96f8cad3df,563967.0,tier2,upi,NO_COUPON,2946.54,0.0,0.0,2946.54,0,placed,1,1,2946.54,Electronics,2025-07-03,premium,normal,0,0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,-0.5221122579039332,0,1,0,Late Night Order,1.0,2025-08-11,Low,Flag for Review
O000000244,S000005711,U001506,2025-08-14 09:52:09,organic,mobile,D7abc081eed,IP5478922139,572788.0,tier1,card,FLASH40,21668.1,500.0,0.0,21168.1,0,placed,3,5,8356.76,Electronics,2025-06-02,regular,normal,0,1,0.0,0.0,0.0,2.3075396550689726,0,0,9,0,0,0,2.5103308076741433,1,1,0,Abnormal Order Value,1.0,2025-08-11,Low,Flag for Review
O000000245,S000005736,U002625,2025-08-14 16:59:18,search,web,D41ce44cd6f,IPdfa467a3cd,572495.0,tier1,card,NO_COUPON,11815.27,0.0,0.0,11815.27,0,placed,3,7,5812.9400000000005,Grocery,2025-05-31,regular,normal,0,1,0.0,0.0,0.0,0.0,0,0,16,0,0,0,0.9144089929418433,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000246,S000005784,U000607,2025-08-14 11:19:02,organic,mobile,D79cdca250d,IP95cdadcc90,572788.0,tier2,wallet,CPN008,2007.37,150.0,0.0,1857.37,0,placed,1,1,2007.37,Electronics,2025-05-26,value,normal,0,0,0.0,0.0,0.0,7.472463970269557,0,0,11,0,0,0,-0.6742352409191821,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000248,S000005796,U002366,2025-08-14 21:02:16,email,mobile,D5fa785db1d,IP663b4fdc56,563966.0,tier2,upi,NO_COUPON,5303.9,0.0,0.0,5303.9,0,placed,4,11,2342.65,Grocery,2025-07-26,regular,normal,0,0,0.0,0.0,0.0,0.0,0,0,21,0,0,0,-0.14027655697563804,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000249,S000005816,U000293,2025-08-14 15:25:37,email,web,De695a97e88,IP7b00f6575d,569539.0,tier2,wallet,CPN010,5293.09,300.0,0.0,4993.09,0,placed,2,5,2004.17,Sports,2025-06-21,value,normal,0,0,0.0,0.0,0.0,5.667766843186116,0,0,15,0,0,0,-0.14202751734106153,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000252,S000005924,U001254,2025-08-14 19:11:37,email,web,D186b2b381d,IPf873cd2986,571561.0,tier2,cod,NO_COUPON,226.69,0.0,68.38,295.07,0,placed,1,1,226.69,Grocery,2025-06-29,premium,normal,0,0,0.0,0.0,0.0,0.0,0,1,19,0,0,0,-0.9626626325475276,0,1,0,Cash on Delivery,1.0,2025-08-11,Low,Flag for Review
O000000253,S000005955,U001798,2025-08-14 08:32:33,organic,web,Dc20ef0973a,IP915bb7cd80,575614.0,tier2,card,SHIPFREE,5989.57,80.0,0.0,5909.57,0,placed,4,5,5428.67,Fashion,2025-06-22,value,normal,0,0,0.0,0.0,0.0,1.335655147197545,0,0,8,0,0,0,-0.029214485397472564,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000254,S000005966,U002368,2025-08-14 08:45:38,email,mobile,Dd15b5b843b,IPf776b61da7,569190.0,tier2,card,NO_COUPON,2452.52,0.0,0.0,2452.52,0,placed,1,2,1226.26,Home,2025-07-07,premium,normal,0,0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,-0.6021316325317356,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000255,S000005991,U002578,2025-08-14 05:44:56,paid_social,mobile,D0a55760b74,IP543c6debe6,573709.0,tier1,card,NO_COUPON,894.74,0.0,0.0,894.74,0,placed,2,4,447.37,Books,2025-07-06,regular,normal,0,1,0.0,0.0,0.0,0.0,0,0,5,0,0,0,-0.8544545777722079,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000256,S000006041,U001203,2025-08-14 22:33:13,paid_social,web,Dc45b48cc4c,IP6414496749,563967.0,tier2,card,CPN014,6401.35,120.0,0.0,6281.35,0,placed,2,4,3600.23,Sports,2025-06-22,regular,normal,0,1,1.0,1.0,6281.35,1.8746045755973348,0,0,22,0,0,0,0.037483984470622955,0,1,0,RTO History | Refund History,2.0,2025-08-11,Medium,Flag for Review
O000000257,S000006049,U002696,2025-08-14 18:48:18,organic,mobile,D6ab712798c,IP59c83e6648,576334.0,tier1,card,NO_COUPON,1472.8,0.0,0.0,1472.8,0,placed,2,3,1096.1,Fashion,2025-07-29,regular,normal,0,1,0.0,0.0,0.0,0.0,0,0,18,0,0,0,-0.7608227416170977,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000258,S000006057,U001475,2025-08-14 20:05:48,email,web,D54df9a58ee,IP26f7136922,579260.0,tier2,card,NO_COUPON,5221.08,0.0,0.0,5221.08,0,placed,1,3,1740.36,Home,2025-07-18,premium,normal,0,0,0.0,0.0,0.0,0.0,0,0,20,0,0,0,-0.15369140780490523,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000259,S000006093,U000874,2025-08-14 00:43:42,search,web,D55e47e9b8a,IP96949bb106,568375.0,tier3,card,NO_COUPON,1890.15,0.0,0.0,1890.15,0,placed,1,3,630.05,Home,2025-08-04,regular,normal,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,-0.6932220655292605,0,1,0,Late Night Order,1.0,2025-08-11,Low,Flag for Review
O000000260,S000006149,U001871,2025-08-14 11:41:26,search,web,De893f3cf5e,IPe76fc4bb9b,568518.0,tier2,card,CPN014,4489.53,120.0,0.0,4369.53,0,placed,2,4,2488.11,Fashion,2025-07-23,value,normal,0,0,0.0,0.0,0.0,2.6728855804505147,0,0,11,0,0,0,-0.2721849374372458,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000261,S000006152,U003006,2025-08-14 12:09:20,search,web,D4f78571434,IP48e460a673,575139.0,tier3,netbanking,NO_COUPON,7199.66,0.0,0.0,7199.66,0,placed,4,7,2867.9,Home,2025-06-27,value,normal,0,1,0.0,0.0,0.0,0.0,0,0,12,0,0,0,0.16679103066130538,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000262,S000006160,U001889,2025-08-14 10:25:21,email,mobile,Da13b29a3e9,IP59de712634,575699.0,tier2,upi,NO_COUPON,1341.28,0.0,0.0,1341.28,0,placed,1,2,670.64,Home,2025-07-31,premium,normal,0,0,0.0,0.0,0.0,0.0,0,0,10,0,0,0,-0.7821258227697812,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000263,S000006220,U000831,2025-08-14 13:56:45,search,web,De168f12d16,IPe28da03410,572495.0,tier3,cod,NO_COUPON,1961.04,0.0,0.0,1961.04,0,placed,1,3,653.68,Home,2025-07-19,premium,normal,0,0,0.0,0.0,0.0,0.0,0,1,13,0,0,0,-0.6817395881652573,0,1,0,Cash on Delivery,1.0,2025-08-11,Low,Flag for Review
O000000265,S000006268,U000452,2025-08-15 06:45:08,search,mobile,D88998ad284,IPe0287843ee,575692.0,tier2,cod,SHIPFREE,727.81,80.0,0.0,647.81,0,placed,1,1,727.81,Fashion,2025-07-10,regular,normal,0,0,0.0,0.0,0.0,10.991879748835547,0,1,6,0,0,0,-0.8814932284475228,0,1,0,Cash on Delivery,1.0,2025-08-11,Low,Flag for Review
O000000266,S000006270,U002598,2025-08-15 06:48:32,paid_social,web,D9ed21128b3,IP7ab824a345,565285.0,tier3,cod,NO_COUPON,11460.43,0.0,0.0,11460.43,0,placed,4,7,5476.35,Fashion,2025-06-01,value,normal,0,0,0.0,0.0,0.0,0.0,0,1,6,0,0,0,0.8569334354888466,0,1,0,Cash on Delivery,1.0,2025-08-11,Low,Flag for Review
O000000267,S000006291,U000143,2025-08-15 00:21:36,search,mobile,D55fb57f5af,IP822bca0247,563967.0,tier1,card,NO_COUPON,5711.12,0.0,0.0,5711.12,0,cancelled_payment_failed,3,5,3135.08,Home,2025-07-05,premium,card_tester,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,-0.0743166975854641,0,1,0,Late Night Order,1.0,2025-08-11,Low,Flag for Review
O000000270,S000006383,U002208,2025-08-15 01:40:06,search,mobile,D4d5bf894d6,IP876ea0eea2,563966.0,tier2,upi,NO_COUPON,3114.06,0.0,0.0,3114.06,0,placed,2,3,1895.67,Home,2025-06-11,regular,normal,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,-0.4949780413992381,0,1,0,Late Night Order,1.0,2025-08-11,Low,Flag for Review
O000000271,S000006416,U001992,2025-08-15 19:45:21,referral,mobile,D078eb537d5,IP6e2cedb907,578896.0,tier1,cod,NO_COUPON,1932.94,0.0,0.0,1932.94,0,placed,3,6,1384.4299999999998,Grocery,2025-06-30,value,rto_prone,0,0,0.0,0.0,0.0,0.0,0,1,19,0,0,0,-0.6862911132594666,0,1,0,Cash on Delivery,1.0,2025-08-11,Low,Flag for Review
O000000272,S000006422,U001007,2025-08-15 04:18:13,organic,mobile,D985a2d245c,IP2aa0e6bb20,577742.0,tier2,cod,CPN008,3473.66,150.0,0.0,3323.66,0,placed,3,5,2262.81,Books,2025-07-01,value,normal,0,0,0.0,0.0,0.0,4.318211914810315,0,1,4,1,0,0,-0.4367314782719199,0,1,0,Cash on Delivery | Late Night Order,2.0,2025-08-11,Medium,Call Verification
O000000273,S000006488,U000364,2025-08-15 01:34:08,organic,web,D70484ff9e3,IP908239293e,572901.0,tier2,cod,FLAT150,4805.51,150.0,0.0,4655.51,0,placed,2,2,4805.51,Home,2025-06-25,regular,card_tester,0,0,0.0,0.0,0.0,3.1214168735472407,0,1,1,1,0,0,-0.22100376664478186,0,1,0,Cash on Delivery | Late Night Order,2.0,2025-08-11,Medium,Call Verification
O000000274,S000006494,U001779,2025-08-15 04:55:40,email,web,D6cfd1fdeff,IP4733ff781e,575842.0,tier3,card,NO_COUPON,5949.99,0.0,0.0,5949.99,0,placed,3,5,4644.94,Grocery,2025-07-03,value,normal,0,0,0.0,0.0,0.0,0.0,0,0,4,1,0,0,-0.03562549476504557,0,1,0,Late Night Order,1.0,2025-08-11,Low,Flag for Review
O000000275,S000006498,U000927,2025-08-15 00:10:29,organic,mobile,D934bd15694,IPa96e5bb895,578018.0,tier2,cod,FLASH40,2511.2,500.0,0.0,2011.2,0,placed,1,2,1255.6,Beauty,2025-06-15,premium,coupon_abuser,0,0,0.0,0.0,0.0,19.910799617712648,1,1,0,1,0,0,-0.5926268819079564,0,1,0,High Discount | Cash on Delivery | Late Night Order,3.0,2025-08-11,High,Hold + Manual Review
O000000276,S000006535,U002914,2025-08-15 07:55:25,referral,web,De140eb2f6d,IP9bb51cb7ca,579236.0,tier2,cod,NO_COUPON,4407.33,0.0,0.0,4407.33,0,placed,2,4,1938.47,Fashion,2025-07-01,value,normal,0,0,0.0,0.0,0.0,0.0,0,1,7,0,0,0,-0.2854993631576728,0,1,0,Cash on Delivery,1.0,2025-08-11,Low,Flag for Review
O000000278,S000006564,U002332,2025-08-15 01:11:02,paid_social,mobile,De596e67759,IPee95ae3db5,572495.0,tier1,upi,CPN008,11130.86,150.0,0.0,10980.86,0,placed,3,6,5565.43,Beauty,2025-07-01,value,normal,0,0,0.0,0.0,0.0,1.3476047672866247,0,0,1,1,0,0,0.8035510111009982,0,1,0,Late Night Order,1.0,2025-08-11,Low,Flag for Review
O000000279,S000006579,U001636,2025-08-15 01:07:17,organic,web,D7c7aa30697,IP9d7d24b164,565285.0,tier2,card,FLASH40,964.26,0.0,0.0,964.26,0,cancelled_payment_failed,1,2,482.13,Beauty,2025-05-30,value,coupon_abuser,0,2,0.0,0.0,0.0,0.0,0,0,1,1,1,0,-0.843194007503545,0,1,0,Late Night Order | Card Testing,2.0,2025-08-11,Medium,Flag for Review
O000000280,S000006588,U000926,2025-08-15 09:10:33,email,web,Da9f7947429,IP96709d63dd,575139.0,tier1,netbanking,NO_COUPON,11077.48,0.0,0.0,11077.48,0,placed,3,6,4292.28,Electronics,2025-06-25,premium,coupon_abuser,0,0,0.0,0.0,0.0,0.0,0,0,9,0,0,0,0.7949047331818205,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000281,S000006602,U000374,2025-08-15 03:19:41,organic,mobile,D726dda436c,IP8e161b7ca2,569539.0,tier2,upi,NO_COUPON,12485.41,0.0,0.0,12485.41,0,placed,4,8,6082.450000000001,Fashion,2025-06-23,regular,normal,0,0,1.0,0.0,0.0,0.0,0,0,3,1,0,0,1.0229555775195436,0,1,0,Late Night Order | RTO History,2.0,2025-08-11,Medium,Flag for Review
O000000283,S000006643,U001730,2025-08-15 21:59:30,search,mobile,D80ff91f191,IP38ac172874,575439.0,tier2,cod,NO_COUPON,2362.74,0.0,0.0,2362.74,0,placed,2,3,1621.42,Fashion,2025-07-15,premium,normal,0,0,0.0,1.0,0.0,0.0,0,1,21,0,0,0,-0.6166738361957252,0,1,0,Cash on Delivery | Refund History,2.0,2025-08-11,Medium,Call Verification
O000000284,S000006647,U002838,2025-08-15 11:57:02,search,web,D8b441bdace,IP7a29bbfb94,568375.0,tier2,card,NO_COUPON,9614.44,0.0,0.0,9614.44,0,placed,3,5,5198.08,Home,2025-06-20,regular,normal,0,0,0.0,0.0,0.0,0.0,0,0,11,0,0,0,0.5579273924760596,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000285,S000006657,U000339,2025-08-15 09:16:43,referral,web,D8b8fbf2e9c,IP06f2e6d224,572149.0,tier2,upi,CPN014,4752.3,120.0,0.0,4632.3,0,cancelled_payment_failed,3,3,4752.3,Beauty,2025-05-31,regular,normal,0,1,0.0,0.0,0.0,2.525093112808535,0,0,9,0,0,0,-0.22962250864701936,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000286,S000006660,U003079,2025-08-15 18:06:45,search,web,Df8b4330629,IPc3f5a820c4,565894.0,tier1,upi,NO_COUPON,8388.02,0.0,0.0,8388.02,0,placed,3,5,6288.84,Fashion,2025-06-13,value,normal,0,0,0.0,0.0,0.0,0.0,0,0,18,0,0,0,0.35927680863121625,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000287,S000006675,U002015,2025-08-15 15:16:41,paid_social,web,Da90ef94894,IPe378699c55,569190.0,tier2,upi,FASHION30,5440.65,400.0,0.0,5040.65,0,placed,1,3,1813.55,Fashion,2025-08-12,regular,coupon_abuser,1,2,0.0,0.0,0.0,7.352062713094944,0,0,15,0,1,0,-0.11812634143709308,0,1,0,Card Testing | New User,2.0,2025-08-11,Medium,Flag for Review
O000000288,S000006702,U002919,2025-08-15 16:36:01,search,web,Dd69846edcf,IP03c837f3a4,569539.0,tier2,netbanking,NO_COUPON,5753.98,0.0,0.0,5753.98,0,placed,4,8,2958.24,Books,2025-07-24,value,normal,0,0,0.0,0.0,0.0,0.0,0,0,16,0,0,0,-0.06737440699693006,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000290,S000006716,U001564,2025-08-15 20:41:35,email,web,D117f80ed2d,IPd1c0daabb1,565285.0,tier2,cod,NO_COUPON,22212.56,0.0,0.0,22212.56,0,placed,4,10,10306.779999999999,Fashion,2025-06-30,value,normal,0,0,0.0,1.0,0.0,0.0,0,1,20,0,0,0,2.5985202508340426,1,1,0,Cash on Delivery | Refund History | Abnormal Order Value,3.0,2025-08-11,High,Hold + Manual Review
O000000291,S000006736,U000736,2025-08-15 12:36:10,organic,web,Db3c56ccea4,IP995fd1e2d7,579884.0,tier3,card,NO_COUPON,2860.71,0.0,0.0,2860.71,0,placed,2,4,1405.09,Fashion,2025-07-22,regular,normal,0,0,0.0,0.0,0.0,0.0,0,0,12,0,0,0,-0.5360146564390214,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000292,S000006748,U002257,2025-08-16 07:39:47,organic,web,Dcb19ab07a8,IPc181469553,568518.0,tier1,netbanking,FLASH40,5916.73,500.0,0.0,5416.73,0,placed,4,9,2637.8900000000003,Fashion,2025-05-31,regular,coupon_abuser,0,0,0.0,1.0,5258.27,8.450613768077977,0,0,7,0,0,0,-0.04101281592637654,0,1,0,Refund History,1.0,2025-08-11,Low,Flag for Review
O000000293,S000006765,U001152,2025-08-16 05:44:55,referral,web,Da8b4e43c1d,IP838d22b6e9,575614.0,tier2,upi,NO_COUPON,1942.51,0.0,0.0,1942.51,0,placed,2,5,882.31,Books,2025-06-19,regular,normal,0,0,1.0,1.0,1942.51,0.0,0,0,5,0,0,0,-0.6847410031117234,0,1,0,RTO History | Refund History,2.0,2025-08-11,Medium,Flag for Review
O000000295,S000006778,U001265,2025-08-16 04:56:21,referral,mobile,Df950417478,IP1de848352d,572276.0,tier2,cod,NO_COUPON,19933.68,0.0,0.0,19933.68,0,placed,4,11,7224.68,Home,2025-06-09,value,normal,0,0,0.0,0.0,0.0,0.0,0,1,4,1,0,0,2.229396424973133,0,1,0,Cash on Delivery | Late Night Order,2.0,2025-08-11,Medium,Call Verification
O000000297,S000006885,U002062,2025-08-16 22:26:29,organic,mobile,D4a5a98e0b2,IP31d6fbbaf9,577545.0,tier1,cod,FLAT150,12260.64,150.0,0.0,12110.64,0,placed,4,7,9057.43,Fashion,2025-06-18,value,normal,0,0,1.0,1.0,0.0,1.2234271620404809,0,1,22,0,0,0,0.9865482360453296,0,1,0,Cash on Delivery | RTO History | Refund History,3.0,2025-08-11,High,Hold + Manual Review
O000000298,S000006908,U002310,2025-08-16 23:29:09,search,web,Dee9a65d40f,IP2b0bbd9453,576334.0,tier2,cod,NO_COUPON,651.07,0.0,0.0,651.07,0,placed,1,1,651.07,Home,2025-06-27,premium,normal,0,0,0.0,0.0,0.0,0.0,0,1,23,1,0,0,-0.8939232653062281,0,1,0,Cash on Delivery | Late Night Order,2.0,2025-08-11,Medium,Call Verification
O000000299,S000006946,U002811,2025-08-16 22:43:22,search,mobile,Df0da3a6573,IP901a162b8d,577970.0,tier3,netbanking,NO_COUPON,2508.94,0.0,0.0,2508.94,0,placed,2,3,1553.29,Home,2025-06-15,regular,normal,0,1,0.0,0.0,0.0,0.0,0,0,22,0,0,0,-0.5929929476272771,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000300,S000007028,U003178,2025-08-16 01:43:40,organic,web,D03e31b0ec7,IP28572e3d59,577080.0,tier2,cod,CPN013,12194.84,300.0,0.0,11894.84,0,placed,4,10,5004.48,Fashion,2025-07-15,regular,rto_prone,0,0,0.0,0.0,0.0,2.460056876514985,0,1,1,1,0,0,0.9758902164297081,0,1,0,Cash on Delivery | Late Night Order,2.0,2025-08-11,Medium,Call Verification
O000000301,S000007096,U001531,2025-08-16 22:09:16,referral,web,D0fa485ed5c,IP81d1dd4406,569190.0,tier2,cod,CPN012,1497.42,149.74,0.0,1347.68,0,placed,2,6,499.14,Books,2025-08-13,regular,normal,1,0,0.0,0.0,0.0,9.9998664369382,0,1,22,0,0,0,-0.7568348929402497,0,1,0,Cash on Delivery | New User,2.0,2025-08-11,Medium,Call Verification
O000000303,S000007119,U001445,2025-08-16 18:11:27,organic,mobile,D09c57c9e4f,IP176efa9fb8,569539.0,tier2,cod,NO_COUPON,2175.02,0.0,0.0,2175.02,0,placed,2,4,1087.51,Beauty,2025-07-21,regular,normal,0,0,1.0,1.0,0.0,0.0,0,1,18,0,0,0,-0.647079967536827,0,1,0,Cash on Delivery | RTO History | Refund History,3.0,2025-08-11,High,Hold + Manual Review
O000000304,S000007120,U000103,2025-08-16 20:56:58,referral,mobile,D1dcccc350f,IPe766d6758b,563967.0,tier2,cod,FASHION30,2194.25,400.0,0.0,1794.25,0,placed,3,6,1404.78,Grocery,2025-07-14,regular,rto_prone,0,0,0.0,0.0,0.0,18.22946337017204,0,1,20,0,0,0,-0.6439651694029606,0,1,0,Cash on Delivery,1.0,2025-08-11,Low,Flag for Review
O000000305,S000007128,U001611,2025-08-16 01:07:51,email,web,D8116f33fa0,IP91cc93d0c8,575692.0,tier3,card,NO_COUPON,9240.8,0.0,0.0,9240.8,0,placed,4,8,3843.78,Fashion,2025-06-28,value,normal,0,1,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0.4974066865614565,0,1,0,Late Night Order,1.0,2025-08-11,Low,Flag for Review
O000000306,S000007129,U000227,2025-08-16 23:33:24,email,mobile,Dc5c9c9d8ca,IP506b69dd11,574360.0,tier3,card,NO_COUPON,3139.45,0.0,0.0,3139.45,0,placed,4,8,1786.31,Grocery,2025-06-24,regular,normal,0,1,0.0,0.0,0.0,0.0,0,0,23,1,0,0,-0.4908654712162498,0,1,0,Late Night Order,1.0,2025-08-11,Low,Flag for Review
O000000307,S000007132,U001093,2025-08-16 06:12:40,search,mobile,D10b910253c,IPc8b2db1c10,575699.0,tier1,cod,NO_COUPON,908.27,0.0,0.0,908.27,0,placed,1,1,908.27,Fashion,2025-06-25,regular,normal,0,0,0.0,0.0,0.0,0.0,0,1,6,0,0,0,-0.8522630427357435,0,1,0,Cash on Delivery,1.0,2025-08-11,Low,Flag for Review
O000000308,S000007171,U002978,2025-08-16 01:42:39,referral,web,D1ff17e7876,IP19e01d26f3,563966.0,tier1,card,NO_COUPON,1725.54,0.0,0.0,1725.54,0,placed,2,4,862.77,Grocery,2025-06-15,premium,card_tester,0,2,0.0,0.0,0.0,0.0,0,0,1,1,1,0,-0.7198849319263347,0,1,0,Late Night Order | Card Testing,2.0,2025-08-11,Medium,Flag for Review
O000000309,S000007174,U002775,2025-08-16 16:34:54,organic,mobile,D5e4cbd221d,IP51a5e48a0b,569539.0,tier1,card,NO_COUPON,964.26,0.0,0.0,964.26,0,cancelled_payment_failed,2,4,474.62,Books,2025-08-16,value,coupon_abuser,1,1,0.0,0.0,0.0,0.0,0,0,16,0,0,0,-0.843194007503545,0,1,0,New User,1.0,2025-08-11,Low,Flag for Review
O000000311,S000007187,U001772,2025-08-16 11:33:09,search,web,D599076681c,IP8f6c38b6d6,574597.0,tier2,card,CPN014,4840.44,120.0,0.0,4720.44,0,placed,3,4,3374.86,Electronics,2025-07-16,value,rto_prone,0,0,0.0,0.0,0.0,2.4791134690234773,0,0,11,0,0,0,-0.21534594559351047,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000312,S000007188,U002986,2025-08-16 10:17:25,search,web,D92781d1a6b,IP6dbb10064b,579236.0,tier1,card,NO_COUPON,2446.89,0.0,0.0,2446.89,0,placed,2,5,1108.92,Grocery,2025-06-23,premium,normal,0,0,0.0,0.0,0.0,0.0,0,0,10,0,0,0,-0.6030435573103975,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000313,S000007189,U001505,2025-08-16 16:16:59,organic,mobile,D0cb5f40635,IP60ca87ac8c,563966.0,tier1,upi,NO_COUPON,4224.87,0.0,0.0,4224.87,0,placed,1,3,1408.29,Home,2025-08-03,regular,normal,0,1,0.0,0.0,0.0,0.0,0,0,16,0,0,0,-0.31505350083345285,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000314,S000007241,U001782,2025-08-16 23:25:27,paid_social,mobile,Dd04a98f771,IP077231b3fb,563967.0,tier2,upi,NO_COUPON,2771.27,0.0,0.0,2771.27,0,placed,3,6,1190.1,Beauty,2025-07-08,regular,normal,0,1,0.0,0.0,0.0,0.0,0,0,23,1,0,0,-0.5505017882691309,0,1,0,Late Night Order,1.0,2025-08-11,Low,Flag for Review
O000000315,S000007242,U002858,2025-08-16 10:24:10,referral,web,D3fd86d5a9a,IP980ba9f9d5,577934.0,tier1,upi,CPN012,14942.66,300.0,0.0,14642.66,0,placed,2,3,7935.35,Electronics,2025-08-13,value,high_refunder,1,0,0.0,0.0,0.0,2.0076746710425053,0,0,10,0,0,0,1.4209710592898517,0,1,0,New User,1.0,2025-08-11,Low,Flag for Review
O000000316,S000007270,U002519,2025-08-16 07:30:40,organic,mobile,D03622eff1c,IP8c25d06947,578600.0,tier2,card,NO_COUPON,2931.16,0.0,0.0,2931.16,0,placed,1,2,1465.58,Electronics,2025-08-05,value,normal,0,1,0.0,0.0,0.0,0.0,0,0,7,0,0,0,-0.5246034485070983,0,1,0,,0.0,2025-08-11,Low,Flag for Review
O000000317,S000007274,U001347,2025-08-16 15:57:42,search,mobile,Da5dba1cccd,IP3063cb44e5,571647.0,tier2,wallet,NO_COUPON,741.32,0.0,0.0,741.32,0,placed,1,1,741.32,Fashion,2025-07-16,value,normal,0,0,0.0,0.0,0.0,0.0,0,0,15,0,0,0,-0.8793049329306984,0,1,0,,0.0,2025-08-11,Low,Flag for Review
